Radio,MCC,MNC,TAC,CID,Lon,Lat,Range
LTE,272,5,40101,866560,-6.2351,53.359,1000
LTE,272,5,40101,992030,-6.2599,53.3499,1000
LTE,272,5,40104,506368,-6.2575,53.3431,1000
LTE,272,5,40204,1216770,-6.2467,53.3342,1000
LTE,272,5,42202,374278,-9.178,53.0788,23835
LTE,272,5,42201,86018,-8.955,53.2879,1786
LTE,272,5,42201,86017,-8.9242,53.2772,732
LTE,272,5,42201,138759,-8.8958,53.2813,5676
LTE,272,5,42203,445959,-8.8361,53.2989,2068
LTE,272,5,42203,456198,-8.3657,53.312,3207
LTE,272,5,41900,823048,-8.2226,53.3344,2208
LTE,272,5,41900,797441,-7.9922,53.4164,1252
LTE,272,5,41900,1252096,-7.9501,53.4321,1345
LTE,272,5,41900,1187079,-7.8871,53.3978,9600
LTE,272,5,41900,1187073,-7.8766,53.4045,2069
LTE,272,5,41901,1172744,-7.8053,53.3941,3085
LTE,272,5,41901,1172743,-7.7367,53.3861,4427
LTE,272,5,40502,1010439,-6.3362,53.3448,1000
LTE,272,5,40101,1000468,-6.2638,53.352,500
LTE,272,5,40101,1000469,-6.261,53.3518,1000
LTE,272,5,40104,225813,-6.264,53.3442,1000
LTE,272,5,40104,918548,-6.264,53.344,1000
LTE,272,5,40101,916245,-6.2657,53.349,1000
LTE,272,5,40101,1000528,-6.2642,53.3525,1000
LTE,272,5,40101,1000454,-6.2636,53.3512,1000
LTE,272,5,40305,914001,-6.2605,53.3841,1093
LTE,272,5,40301,943880,-6.2564,53.3659,1000
LTE,272,5,40300,999944,-6.2255,53.4112,1000
LTE,272,5,40300,999942,-6.2228,53.4172,1000
LTE,272,5,40500,778774,-6.3627,53.3831,974
LTE,272,5,41002,975124,-6.4023,53.3568,1000
LTE,272,5,41002,963862,-6.4177,53.3586,1000
LTE,272,5,41002,929301,-6.4276,53.3561,1000
LTE,272,5,41002,797702,-6.4475,53.3511,1000
LTE,272,5,41002,92422,-6.4566,53.3528,1000
LTE,272,5,41001,383750,-6.5397,53.3605,1000
LTE,272,5,41401,1157376,-6.7737,53.4104,2006
LTE,272,5,41401,1157377,-6.8144,53.4051,1697
LTE,272,5,41401,1157382,-6.781,53.4085,1742
LTE,272,5,41401,1157383,-6.8166,53.4047,1723
LTE,272,5,41401,1157378,-6.8587,53.4114,1353
LTE,272,5,41401,1157384,-6.8456,53.4087,1531
LTE,272,5,41401,438791,-6.8581,53.4122,1000
LTE,272,5,41401,995846,-6.9455,53.4263,1385
LTE,272,5,41401,995847,-6.9685,53.4254,1000
LTE,272,5,41401,995848,-6.98,53.4269,1629
LTE,272,5,41401,433159,-7.002,53.4341,1975
LTE,272,5,41401,827648,-7.1586,53.4491,2401
LTE,272,5,41401,827654,-7.1478,53.4495,1935
LTE,272,5,41401,827655,-7.2425,53.4227,2845
LTE,272,5,41401,413958,-7.2541,53.4183,1893
LTE,272,5,41401,827911,-7.2841,53.4058,1348
LTE,272,5,41401,436486,-7.3202,53.3974,3715
LTE,272,5,41401,995842,-6.9794,53.4276,1433
LTE,272,5,41401,995841,-6.9601,53.4263,1000
LTE,272,5,41401,995840,-6.9385,53.4263,1100
LTE,272,5,40300,820756,-6.2221,53.4257,928
LTE,272,3,40051,10550549,-6.1341,53.2935,1000
LTE,272,5,40300,820744,-6.2234,53.4306,1000
LTE,272,5,40204,1011200,-6.25,53.3323,1000
LTE,272,5,40103,1171714,-6.2529,53.332,1000
LTE,272,5,40104,1220352,-6.2614,53.3377,1000
LTE,272,5,40104,1220353,-6.2611,53.338,1000
LTE,272,5,40100,842782,-6.2666,53.3471,1000
LTE,272,5,40305,909312,-6.2383,53.3979,1000
LTE,272,5,40305,1295647,-6.2295,53.4071,1000
LTE,272,3,40051,10586389,-6.1892,53.3092,2844
LTE,272,3,40052,10567436,-6.2224,53.3287,1000
LTE,272,3,40052,10567425,-6.225,53.3299,1000
LTE,272,3,40052,11083788,-6.2334,53.3349,1000
LTE,272,3,40052,10585366,-6.2305,53.3352,1000
LTE,272,3,40052,10585365,-6.2347,53.3377,1000
LTE,272,3,40052,10699286,-6.2573,53.3443,1342
LTE,272,3,40052,10502167,-6.2351,53.3406,1000
LTE,272,5,40200,471573,-6.2395,53.2863,3555
LTE,272,5,42202,402944,-9.329,52.9899,9777
LTE,272,5,41900,1187078,-7.8496,53.4014,2426
LTE,272,5,41900,784648,-7.9136,53.4279,1000
LTE,272,5,41900,962055,-7.9269,53.4318,1000
LTE,272,5,41900,962054,-7.9398,53.4323,1050
LTE,272,5,41900,962078,-7.9299,53.4291,1245
LTE,272,5,41900,130562,-7.9784,53.4219,1000
LTE,272,5,41900,1187103,-7.8755,53.4052,1000
LTE,272,5,41901,436742,-7.4023,53.3676,2409
LTE,272,5,40305,1295616,-6.2277,53.4108,732
LTE,272,3,40051,10550550,-6.1327,53.2893,2356
LTE,272,3,40052,10680331,-6.2514,53.3456,1000
LTE,272,3,40052,10680321,-6.2516,53.3456,1000
LTE,272,3,40052,10680333,-6.2514,53.3453,1000
LTE,272,3,40052,10500117,-6.2579,53.3435,500
LTE,272,3,40052,10680332,-6.2499,53.3438,1000
LTE,272,3,40052,10680343,-6.2521,53.3448,500
LTE,272,3,40052,10680342,-6.2496,53.344,1000
LTE,272,3,40052,10680341,-6.2501,53.3458,1000
LTE,272,3,40052,10500107,-6.2586,53.3433,1000
LTE,272,3,40052,10500109,-6.2596,53.3426,1000
LTE,272,3,40052,10500119,-6.26,53.3426,1000
LTE,272,3,40052,10607127,-6.2625,53.3428,500
LTE,272,3,40052,10513942,-6.2637,53.3422,1000
LTE,272,3,40052,10499349,-6.2616,53.3423,1000
LTE,272,3,40112,11134743,-9.0392,53.2761,1051
LTE,272,3,40112,11253270,-9.0318,53.2825,1000
LTE,272,3,40112,11253013,-9.025,53.2825,1000
LTE,272,3,40112,11133207,-8.9564,53.2931,2087
LTE,272,3,40112,11133256,-8.9268,53.2974,973
LTE,272,3,40112,10829313,-8.9167,53.2889,2061
LTE,272,3,40112,11464521,-8.868,53.2982,3980
LTE,272,3,40112,11464520,-8.7939,53.2962,1434
LTE,272,3,40112,11275337,-8.7659,53.2915,1044
LTE,272,3,40112,11229769,-8.7333,53.2795,1819
LTE,272,3,40112,11229699,-8.729,53.2784,1309
LTE,272,3,40112,10829058,-8.8162,53.2715,2372
LTE,272,3,40112,11448647,-8.6998,53.2744,2162
LTE,272,3,40112,11448648,-8.6603,53.2701,1928
LTE,272,3,40112,11458375,-8.5373,53.3055,3389
LTE,272,3,40112,11458377,-8.4828,53.2845,1498
LTE,272,3,40112,11009095,-8.5282,53.3111,8377
LTE,272,3,40112,10626051,-8.3732,53.292,3077
LTE,272,3,40112,10626050,-8.2785,53.3087,1297
LTE,272,3,40112,10787657,-8.2556,53.3138,1860
LTE,272,3,40112,10787656,-8.1905,53.3194,1106
LTE,272,3,4004,10831617,-8.2124,53.3153,2151
LTE,272,3,40112,10787586,-8.1881,53.3162,1000
LTE,272,3,40113,11008513,-8.0997,53.3491,4210
LTE,272,3,40113,10755331,-8.0025,53.4126,1632
LTE,272,3,40113,11449091,-8.0311,53.404,4225
LTE,272,3,40113,11145987,-7.9693,53.4262,737
LTE,272,3,40113,11145986,-7.9516,53.4334,688
LTE,272,3,40113,10962710,-7.9182,53.4293,624
LTE,272,3,40113,10754837,-7.9085,53.4272,1000
LTE,272,3,40113,10661961,-7.8873,53.4139,759
LTE,272,3,40113,10661960,-7.8588,53.4024,1384
LTE,272,3,40113,10754633,-7.7964,53.3946,3184
LTE,272,3,40113,11451720,-7.8368,53.3899,1917
LTE,272,3,40113,10754563,-7.8175,53.3938,4866
LTE,272,3,40113,10754562,-7.7291,53.3869,2170
LTE,272,3,40113,10754632,-7.7092,53.3859,1565
LTE,272,3,40113,11324673,-7.6412,53.3902,3403
LTE,272,3,40113,11324743,-7.6456,53.3923,969
LTE,272,3,40113,10754306,-7.5545,53.3761,2170
LTE,272,3,40113,10594563,-7.3722,53.3829,2131
LTE,272,3,40113,10594562,-7.3349,53.395,1314
LTE,272,3,40111,11318275,-7.1562,53.4495,1395
LTE,272,3,40111,10753281,-7.176,53.446,3030
LTE,272,3,40111,10753027,-7.1311,53.4494,2248
LTE,272,3,40111,10753047,-7.1058,53.4498,1000
LTE,272,3,40111,10753026,-7.0769,53.4468,978
LTE,272,3,40111,10752770,-7.0182,53.4394,1578
LTE,272,3,40111,10752535,-7.0139,53.4391,1000
LTE,272,3,40111,10752515,-6.9914,53.4305,1699
LTE,272,3,40111,10964553,-6.9996,53.4341,1000
LTE,272,3,40111,10752534,-6.966,53.4258,788
LTE,272,3,40111,11343372,-6.7114,53.4087,1000
LTE,272,3,40111,11343362,-6.7203,53.4091,1524
LTE,272,3,40111,10745091,-6.6886,53.401,1010
LTE,272,3,40111,10615880,-6.6607,53.384,1000
LTE,272,3,40111,10615810,-6.6626,53.3848,1358
LTE,272,3,40111,10704149,-6.6335,53.3767,1450
LTE,272,3,40111,10704150,-6.6099,53.3712,839
LTE,272,3,40111,10703893,-6.5845,53.3668,1000
LTE,272,3,40111,10703894,-6.5745,53.3662,1000
LTE,272,3,40111,10703874,-6.5646,53.3648,1000
LTE,272,3,40111,10815489,-6.5555,53.3631,973
LTE,272,3,40111,11173633,-6.5385,53.3605,652
LTE,272,3,40111,10795522,-6.5189,53.3585,1000
LTE,272,3,40111,10571541,-6.4628,53.356,1000
LTE,272,3,40111,10571542,-6.46,53.3545,720
LTE,272,3,40111,10571777,-6.4445,53.351,1000
LTE,272,3,40111,10570823,-6.4202,53.3584,568
LTE,272,3,40071,10591510,-6.3954,53.3559,500
LTE,272,3,40071,10702613,-6.3901,53.3563,1000
LTE,272,3,40071,10504204,-6.3336,53.3443,1000
LTE,272,3,40052,10725141,-6.2812,53.3486,928
LTE,272,3,40052,10632983,-6.2817,53.3469,1000
LTE,272,3,40052,10632982,-6.2774,53.3527,8813
LTE,272,3,40052,10521367,-6.2684,53.3484,9145
LTE,272,3,40052,10521366,-6.264,53.352,8693
LTE,272,3,40052,10504983,-6.2603,53.3463,1000
LTE,272,3,40052,10511127,-6.2725,53.343,500
LTE,272,3,40052,10511125,-6.2698,53.3433,1000
LTE,272,3,40052,10700311,-6.267,53.3438,1000
LTE,272,3,40052,10700310,-6.2623,53.3441,1000
LTE,272,3,40052,10504971,-6.2576,53.3531,8508
LTE,272,3,40052,10520853,-6.2602,53.3496,1000
LTE,272,3,4006,10514711,-6.264,53.3572,1000
LTE,272,3,40052,10598423,-6.2514,53.35,8815
LTE,272,3,40052,11084044,-6.253,53.3431,1000
LTE,272,3,40052,11084054,-6.2531,53.3425,500
LTE,272,3,40052,11084104,-6.253,53.3435,1000
LTE,272,3,40052,11084053,-6.254,53.3428,1000
LTE,272,3,40052,10680393,-6.2542,53.3445,1000
LTE,272,3,40052,10687510,-6.2628,53.3453,1000
LTE,272,3,4006,10506262,-6.2727,53.3613,1000
LTE,272,3,4006,10496791,-6.2649,53.3575,1000
LTE,272,3,40052,10517783,-6.247,53.3532,8444
LTE,272,3,40052,10680391,-6.2515,53.3456,1000
LTE,272,3,4006,10521879,-6.2513,53.4229,1209
LTE,272,3,4006,10530069,-6.2625,53.4192,1326
LTE,272,3,4006,10521859,-6.2455,53.4264,1000
LTE,272,3,40052,10506773,-6.2603,53.3393,1000
LTE,272,3,40052,10506774,-6.2606,53.3385,1000
LTE,272,3,40052,10518037,-6.2575,53.3366,1000
LTE,272,3,40052,10518038,-6.2555,53.3346,1000
LTE,272,3,40111,10758146,-6.7504,53.0984,16415
LTE,272,3,40111,10758166,-6.7493,53.1032,15895
LTE,272,3,40111,10758216,-6.7547,53.0837,4130
LTE,272,3,40111,10758217,-6.7705,53.063,1046
LTE,272,3,40111,11450695,-6.7906,53.0478,22618
LTE,272,3,40111,11450625,-6.7999,53.0381,1520
LTE,272,3,40111,11450627,-6.817,53.0268,25440
LTE,272,3,40111,11378433,-6.833,53.0115,27422
LTE,272,3,40111,11378443,-6.8242,53.0243,25877
LTE,272,3,40111,11378503,-6.851,52.9849,2228
LTE,272,3,40111,11378505,-6.8557,52.9617,2136
LTE,272,3,40111,11378435,-6.8572,52.9598,3575
LTE,272,3,40111,10710786,-6.8548,52.9553,1917
LTE,272,3,40101,10758983,-6.8613,52.929,1982
LTE,272,3,40101,11450881,-6.8424,52.8452,2281
LTE,272,3,40101,10758915,-6.8619,52.9021,1153
LTE,272,3,40101,10777601,-6.8452,52.8788,1215
LTE,272,3,40101,10777603,-6.8377,52.8661,1047
LTE,272,3,40101,11400519,-6.9096,52.7994,5366
LTE,272,3,40101,11221251,-6.917,52.7947,1314
LTE,272,3,40101,10759426,-6.93,52.7878,2595
LTE,272,3,40101,10759937,-6.9848,52.7294,5033
LTE,272,3,40101,10733569,-6.9826,52.757,2342
LTE,272,3,40101,10733571,-6.9973,52.7406,1417
LTE,272,3,40101,11378689,-7.0253,52.6883,5391
LTE,272,3,40101,10759958,-7.0168,52.7026,1263
LTE,272,3,40101,10759938,-7.0471,52.6786,4121
LTE,272,3,40101,10724355,-7.0406,52.6795,1000
LTE,272,3,40101,10760961,-7.1265,52.6389,4195
LTE,272,3,40101,10687047,-7.0748,52.662,5486
LTE,272,3,40101,11401219,-7.1044,52.6472,1412
LTE,272,3,40101,10760449,-7.1465,52.6368,1820
LTE,272,3,40101,10760451,-7.1864,52.6447,1548
LTE,272,3,40101,11375873,-7.2154,52.6567,1331
LTE,272,3,40101,11375883,-7.2221,52.6588,1280
LTE,272,3,40101,11375893,-7.23,52.6571,1455
LTE,272,3,40101,10759189,-7.2489,52.6538,759
LTE,272,3,40101,10759179,-7.2483,52.6525,1000
LTE,272,3,40101,10759170,-7.2502,52.6479,1000
LTE,272,3,40101,11375874,-7.2393,52.6481,837
LTE,272,3,40101,10759239,-7.2472,52.6557,1000
LTE,272,3,40101,10759169,-7.246,52.6556,1000
LTE,272,3,40101,11425813,-7.25,52.6583,1000
LTE,272,3,40101,11165973,-7.2589,52.6463,1000
LTE,272,3,40101,10611201,-7.2353,52.6398,1000
LTE,272,3,40101,10790147,-7.2285,52.6489,1329
LTE,272,3,40101,11375943,-7.2141,52.6583,936
LTE,272,3,40101,10760519,-7.1613,52.6386,1643
LTE,272,3,40101,11400451,-6.9654,52.7405,4273
LTE,272,3,40101,11400449,-6.8955,52.8043,5543
LTE,272,3,40101,11450883,-6.8552,52.8166,2244
LTE,272,3,40113,11385602,-6.8621,52.8912,4793
LTE,272,3,40101,10758913,-6.862,52.9285,1434
LTE,272,3,40111,10710856,-6.8545,52.9412,1000
LTE,272,3,40111,10758423,-6.7747,53.072,19731
LTE,272,3,40111,10758147,-6.754,53.0798,18461
LTE,272,3,40111,10758157,-6.7421,53.1056,15490
LTE,272,3,40111,11398217,-6.757,53.1219,1026
LTE,272,3,40111,11398165,-6.7626,53.1368,12801
LTE,272,3,40111,11438409,-6.7528,53.165,9772
LTE,272,3,40111,11438407,-6.7508,53.1726,9000
LTE,272,3,40111,11431938,-6.7283,53.1911,6448
LTE,272,3,40111,11377173,-6.6996,53.2208,2679
LTE,272,3,40111,11406613,-6.6688,53.2396,1000
LTE,272,3,40111,11415574,-6.6394,53.2366,1000
LTE,272,3,40111,10704711,-6.6246,53.2371,1000
LTE,272,3,40111,10703638,-6.5943,53.2488,1000
LTE,272,3,40111,10703688,-6.5781,53.2523,1000
LTE,272,3,40111,10705942,-6.532,53.2648,2068
LTE,272,3,40111,11149590,-6.5014,53.2763,1000
LTE,272,3,40111,10702359,-6.4923,53.2782,1000
LTE,272,3,40111,10702358,-6.4799,53.281,1000
LTE,272,3,40072,10560023,-6.4583,53.2845,1000
LTE,272,3,40072,10560021,-6.4455,53.2904,1000
LTE,272,3,40072,10572565,-6.431,53.2937,1000
LTE,272,3,40072,10569239,-6.3946,53.3124,1000
LTE,272,3,40072,10569238,-6.387,53.3139,1000
LTE,272,3,40072,10562839,-6.3724,53.3184,3515
LTE,272,3,40072,10746135,-6.3692,53.3189,1000
LTE,272,3,40072,10746133,-6.3738,53.3257,2945
LTE,272,3,40071,10556694,-6.3785,53.334,2655
LTE,272,3,40071,10556693,-6.3835,53.3364,2865
LTE,272,3,40071,11096905,-6.3867,53.3454,696
LTE,272,3,40071,10533900,-6.3557,53.3509,1123
LTE,272,3,40071,10504214,-6.3412,53.3446,1000
LTE,272,3,40071,11094293,-6.3081,53.3453,1000
LTE,272,3,40052,10687509,-6.2646,53.3457,1000
LTE,272,3,40052,10498562,-6.2627,53.3506,1000
LTE,272,3,40052,10509848,-6.2523,53.3313,1000
LTE,272,3,40052,10521357,-6.2693,53.3451,1000
LTE,272,3,40052,10700301,-6.267,53.3438,1000
LTE,272,3,40052,10687511,-6.2649,53.3455,1000
LTE,272,3,40052,10609687,-6.2578,53.3281,1000
LTE,272,3,4006,11483137,-6.2404,53.3948,1000
LTE,272,3,4006,11483147,-6.2358,53.4003,822
LTE,272,3,4006,10528021,-6.2263,53.4281,1005
LTE,272,3,4006,10528023,-6.2316,53.4267,1000
LTE,272,3,4006,10521878,-6.2394,53.4268,636
LTE,272,3,4006,10651158,-6.2419,53.4276,1000
LTE,272,3,4006,10521877,-6.2469,53.4295,523
LTE,272,3,4006,10651148,-6.2426,53.4278,1000
LTE,272,3,40114,11283969,-7.6573,54.9574,4017
LTE,272,5,41700,298504,-7.4914,55.0991,18117
LTE,272,3,40114,11068417,-7.5232,55.0907,8465
LTE,272,3,40114,11200769,-7.5049,54.9991,1463
LTE,272,3,40114,11054849,-7.9099,54.972,909
LTE,272,5,41700,812809,-7.7616,55.1997,22412
LTE,272,5,41704,154624,-7.7393,55.207,23273
LTE,272,5,41700,812803,-7.8866,55.1221,18261
LTE,272,5,41704,926215,-7.8399,55.1386,13993
LTE,272,5,41704,1233153,-7.9479,55.0958,6736
LTE,272,5,41704,1233159,-7.9558,55.0931,6360
LTE,272,5,41702,84999,-8.4934,54.6868,10793
LTE,272,2,41702,218886,-8.6318,54.6378,17828
LTE,272,5,41702,218886,-8.6529,54.628,19175
LTE,272,5,41803,862726,-8.6155,54.6269,16775
LTE,272,5,41804,280838,-8.5159,54.6288,10358
LTE,272,3,40114,11068162,-8.6116,54.6463,6994
LTE,272,3,40114,10694146,-8.6203,54.6578,1901
LTE,272,3,40114,10694145,-8.6375,54.657,1000
LTE,272,3,40114,11068161,-8.5526,54.631,1145
LTE,272,3,40112,10648577,-8.5289,54.6368,10404
LTE,272,3,40112,11282433,-8.5392,54.6385,7307
LTE,272,5,41702,1362184,-8.4481,54.6351,5999
LTE,272,5,41702,1362178,-8.4521,54.6345,6256
LTE,272,5,41702,1362182,-8.4223,54.6458,4597
LTE,272,5,41702,361984,-8.4227,54.6351,4371
LTE,272,5,41702,361985,-8.4306,54.64,4948
LTE,272,5,41702,375816,-8.372,54.6317,1096
LTE,272,5,41702,375810,-8.3627,54.6316,1000
LTE,272,5,41702,375809,-8.3374,54.6368,1873
LTE,272,5,41702,1347330,-8.2576,54.6445,6423
LTE,272,5,41702,375815,-8.3268,54.6395,1053
LTE,272,5,41702,1347336,-8.2864,54.6482,4774
LTE,272,5,41702,1280775,-8.2869,54.6471,3328
LTE,272,5,41702,1347335,-8.1522,54.637,6268
LTE,272,5,41702,1347329,-8.1495,54.6383,13245
LTE,272,5,41702,1246982,-8.1156,54.6267,15422
LTE,272,5,41702,340744,-8.1476,54.6526,13547
LTE,272,5,41702,340738,-8.097,54.6516,16747
LTE,272,5,41702,265216,-8.1107,54.6606,1000
LTE,272,5,41702,265222,-8.1396,54.6577,14153
LTE,272,5,41702,265217,-8.1088,54.6575,16094
LTE,272,5,41702,1347848,-8.3367,54.4756,17421
LTE,272,5,42201,1280257,-8.9372,53.3105,1158
LTE,272,5,42201,1233665,-8.9405,53.296,2372
LTE,272,5,42201,86016,-8.9251,53.2923,1287
LTE,272,5,42203,445954,-8.8769,53.2993,3156
LTE,272,5,42203,445953,-8.8278,53.2984,1836
LTE,272,5,42203,439552,-8.6991,53.2742,2280
LTE,272,5,42203,439553,-8.6397,53.2677,2935
LTE,272,5,42203,388610,-8.5158,53.2809,990
LTE,272,5,42203,388616,-8.5407,53.2773,2417
LTE,272,5,42203,456726,-8.3516,53.2963,1479
LTE,272,5,42203,456710,-8.2853,53.3082,1510
LTE,272,5,42203,456724,-8.3034,53.3073,2540
LTE,272,5,42203,456704,-8.2908,53.3078,1464
LTE,272,5,41900,440066,-8.1508,53.3211,1570
LTE,272,5,41900,823040,-8.2053,53.3143,1000
LTE,272,5,41900,440086,-8.1633,53.3177,2574
LTE,272,5,41900,440084,-8.1033,53.3387,3819
LTE,272,5,41900,440064,-8.0843,53.3462,2369
LTE,272,5,41900,1168648,-8.059,53.3676,2386
LTE,272,5,41900,1168642,-8.0525,53.3775,593
LTE,272,5,41900,1168649,-8.0428,53.3892,2553
LTE,272,5,41900,1168643,-8.038,53.4013,2030
LTE,272,5,41900,797447,-8.0088,53.4122,1554
LTE,272,5,41900,440070,-8.0753,53.3477,6345
LTE,272,3,40113,10754573,-7.8123,53.3811,8689
LTE,272,5,41901,1346312,-7.7271,53.3875,3032
LTE,272,5,41901,1172738,-7.8063,53.3847,4037
LTE,272,5,41901,1172768,-7.7867,53.3837,3272
LTE,272,5,42202,224007,-8.8369,53.1355,7824
LTE,272,5,42202,828169,-8.8764,53.0488,2661
LTE,272,5,42202,374279,-9.2004,53.0478,1664
LTE,272,5,42202,374280,-9.272,53.0315,6698
LTE,272,5,42202,429570,-9.4163,52.9826,5201
LTE,272,5,42305,1415430,-9.4468,52.954,2581
LTE,272,5,42305,1415424,-9.4116,52.8864,9739
LTE,272,5,42305,185856,-9.4162,52.9509,2660
LTE,272,5,42202,1394439,-9.4384,52.9686,3055
LTE,272,5,42205,365832,-9.4118,52.9859,5669
LTE,272,5,42202,429590,-9.4141,52.9845,5451
LTE,272,3,40122,11181314,-9.2263,51.5641,1947
LTE,272,3,40051,10776854,-6.1287,53.2822,1477
LTE,272,3,40051,10580491,-6.136,53.2738,1000
LTE,272,3,40051,10580481,-6.1358,53.2739,1000
LTE,272,3,40051,10555395,-6.1359,53.2739,1000
LTE,272,3,40051,10554645,-6.204,53.297,1000
LTE,272,3,40051,10776853,-6.1322,53.2911,1000
LTE,272,5,40501,1389333,-6.38,53.3657,1159
LTE,272,5,40501,1405716,-6.3816,53.3587,604
LTE,272,5,40501,1405697,-6.3649,53.3537,1000
LTE,272,5,40502,1010432,-6.353,53.3525,1000
LTE,272,5,40502,1010433,-6.3451,53.3492,1000
LTE,272,5,40300,820758,-6.2269,53.4319,1000
LTE,272,5,40300,820737,-6.2328,53.4272,539
LTE,272,5,40300,119552,-6.2362,53.4196,1000
LTE,272,3,4006,10521869,-6.2491,53.4231,1948
LTE,272,3,4006,10521867,-6.2451,53.4291,1000
LTE,272,3,4006,10668299,-6.2442,53.4275,1000
LTE,272,3,4006,10668309,-6.244,53.4275,1000
LTE,272,3,4006,10651149,-6.2462,53.4304,1000
LTE,272,3,4006,10528013,-6.2327,53.4275,956
LTE,272,3,4006,10521868,-6.2378,53.4269,1000
LTE,272,3,4006,11154435,-6.2257,53.412,1000
LTE,272,3,4006,10509325,-6.2327,53.4033,1000
LTE,272,3,4006,10509385,-6.2274,53.4093,1000
LTE,272,3,4006,11483207,-6.2391,53.3963,1000
LTE,272,3,4006,10521673,-6.2363,53.3992,1000
LTE,272,3,40052,10505288,-6.2415,53.3907,1000
LTE,272,3,40052,10498829,-6.252,53.3454,1000
LTE,272,3,40052,10518027,-6.257,53.336,1000
LTE,272,3,40052,11379979,-6.2631,53.3411,1000
LTE,272,3,40052,10513931,-6.2658,53.3429,1000
LTE,272,3,40052,10607178,-6.2669,53.3426,1000
LTE,272,3,40052,10509847,-6.2476,53.3287,500
LTE,272,3,40052,10607116,-6.2605,53.3436,1000
LTE,272,3,40052,10507532,-6.26,53.344,1000
LTE,272,3,4006,11131137,-6.2234,53.3685,1000
LTE,272,3,4006,10509315,-6.2272,53.4097,1000
LTE,272,3,4006,10521929,-6.244,53.4264,1000
LTE,272,3,40052,10498828,-6.2492,53.3752,6003
LTE,272,3,40052,10498838,-6.2535,53.354,8384
LTE,272,3,40052,10498837,-6.2557,53.3469,500
LTE,272,3,40052,11476503,-6.2594,53.3501,1000
LTE,272,3,40052,10498840,-6.2553,53.3451,500
LTE,272,3,40052,10498839,-6.2522,53.3453,1000
LTE,272,3,4006,10504726,-6.2682,53.355,1000
LTE,272,3,40071,10515478,-6.2864,53.356,1000
LTE,272,3,40071,10716683,-6.2871,53.3536,1000
LTE,272,3,40052,10501909,-6.2501,53.3396,500
LTE,272,3,40052,10504961,-6.259,53.3477,1000
LTE,272,3,40052,10505031,-6.259,53.3477,1000
LTE,272,3,40052,10521365,-6.2663,53.3473,1000
LTE,272,3,40052,10700309,-6.2655,53.3459,1000
LTE,272,3,40052,10521415,-6.2662,53.3472,1000
LTE,272,3,40052,10500097,-6.2588,53.3435,1000
LTE,272,3,40052,10501910,-6.2367,53.34,1187
LTE,272,3,40052,10611479,-6.2385,53.3411,500
LTE,272,3,40052,10611478,-6.2321,53.3388,1000
LTE,272,3,40051,11090710,-6.1895,53.3065,1000
LTE,272,3,40052,10567446,-6.2256,53.3286,1000
LTE,272,3,40052,10567445,-6.226,53.3293,1000
LTE,272,3,40052,10502166,-6.2212,53.3383,1000
LTE,272,3,40052,10498327,-6.221,53.3431,984
LTE,272,3,40052,10508054,-6.2277,53.35,8837
LTE,272,3,40052,11079190,-6.232,53.3475,1000
LTE,272,3,40052,10499350,-6.2595,53.3405,1000
LTE,272,3,40052,10501911,-6.2507,53.3344,1000
LTE,272,3,40052,10954005,-6.2457,53.3341,1000
LTE,272,3,40052,10954006,-6.2419,53.3329,1000
LTE,272,3,4006,10907158,-6.2729,53.4087,950
LTE,272,3,40052,10700291,-6.2672,53.3437,1000
LTE,272,3,40052,10700361,-6.2673,53.3435,1000
LTE,272,3,40113,10755400,-7.9838,53.4183,1000
LTE,272,3,40112,10899733,-8.2311,53.3344,928
LTE,272,3,40112,11275267,-8.7683,53.2919,1000
LTE,272,3,40112,10829077,-8.9152,53.2837,3934
LTE,272,3,40112,10829057,-8.8742,53.2846,2837
LTE,272,3,40112,11254549,-9.0448,53.2727,789
LTE,272,3,40112,11256087,-9.0495,53.2738,1000
LTE,272,3,40112,11252502,-9.0489,53.2741,1000
LTE,272,3,40112,11253525,-9.0521,53.2732,1000
LTE,272,3,40112,11252552,-9.0506,53.2734,1000
LTE,272,3,40112,11254529,-9.0503,53.2734,1000
LTE,272,3,40112,11254550,-9.0525,53.2732,1000
LTE,272,3,40112,11253526,-9.0543,53.2714,500
LTE,272,3,40112,10830104,-9.0556,53.272,1000
LTE,272,3,40112,10830102,-9.0538,53.2707,1000
LTE,272,3,40112,11251989,-9.0579,53.2717,1000
LTE,272,3,40112,10829590,-8.9545,53.3048,2029
LTE,272,3,40112,10829589,-8.9901,53.31,678
LTE,272,3,40112,11137047,-8.9831,53.3158,1029
LTE,272,3,40112,10829639,-8.9554,53.3157,3084
LTE,272,3,40112,11136524,-9.0106,53.2984,1145
LTE,272,3,40112,10829895,-9.0026,53.3037,673
LTE,272,3,40112,10829825,-9.0024,53.3036,1000
LTE,272,3,40112,11136514,-9.0136,53.2966,1000
LTE,272,3,40112,11136534,-9.0239,53.2957,1197
LTE,272,3,40112,11136584,-9.016,53.2949,1000
LTE,272,3,40112,10829845,-9.021,53.2961,1000
LTE,272,3,40112,11256597,-9.0293,53.2932,1000
LTE,272,3,40112,10829847,-9.0175,53.2891,1000
LTE,272,3,40112,11253269,-9.0391,53.2903,1000
LTE,272,3,40112,11257365,-9.043,53.2876,1000
LTE,272,3,40112,11257367,-9.048,53.288,1000
